8.000000000000000444e-01,1.255651721195845560e+01,5.000000000000000000e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.269001032069138724e+01,5.263157894736841813e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.281951170698261855e+01,5.526315789473683626e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.294408591176610024e+01,5.789473684210526550e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.306274333061896087e+01,6.052631578947368363e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.317445562699554884e+01,6.315789473684210176e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.327818577989495274e+01,6.578947368421053099e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.337292516609322668e+01,6.842105263157894912e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.345773926829693679e+01,7.105263157894736725e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.353181321019099492e+01,7.368421052631578538e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.359448881121774910e+01,7.631578947368420351e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.364529230310436958e+01,7.894736842105263275e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.368392686267808145e+01,8.157894736842105088e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.371023119387200140e+01,8.421052631578946901e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.372408814123572895e+01,8.684210526315789824e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.372527823126195656e+01,8.947368421052631637e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.371328174675136324e+01,9.210526315789473450e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.368709421425399420e+01,9.473684210526315264e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.364534208062240772e+01,9.736842105263157077e-01,1.000000000000000056e-01
8.000000000000000444e-01,1.358337493502994242e+01,1.000000000000000000e+00,1.000000000000000056e-01
8.823529411764706731e-01,1.281378031753989433e+01,5.000000000000000000e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.293771573145989429e+01,5.263157894736841813e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.305841449527133946e+01,5.526315789473683626e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.317513074625407299e+01,5.789473684210526550e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.328707105440457248e+01,6.052631578947368363e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.339338990004702978e+01,6.315789473684210176e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.349319682401373477e+01,6.578947368421053099e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.358556841163822426e+01,6.842105263157894912e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.366957960205430922e+01,7.105263157894736725e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.374433590778241054e+01,7.368421052631578538e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.380901546153757309e+01,7.631578947368420351e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.386290774108400470e+01,7.894736842105263275e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.390544389256411684e+01,8.157894736842105088e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.393619904037414337e+01,8.421052631578946901e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.395486257402786556e+01,8.684210526315789824e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.396116229450456103e+01,8.947368421052631637e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.395474495993497221e+01,9.210526315789473450e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.393504245596009206e+01,9.473684210526315264e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.390111756958467026e+01,9.736842105263157077e-01,1.000000000000000056e-01
8.823529411764706731e-01,1.385002806282343002e+01,1.000000000000000000e+00,1.000000000000000056e-01
9.647058823529411908e-01,1.302254126359189179e+01,5.000000000000000000e-01,1.000000000000000056e-01
9.647058823529411908e-01,1.313325461180081000e+01,5.263157894736841813e-01,1.000000000000000056e-01
9.647058823529411908e-01,1.324092478993000022e+01,5.526315789473683626e-01,1.000000000000000056e-01
